Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:34.160,00:00:44.320,ETH,that they have so the big news this week is about a visa allowing payments using the usdc stablecoin currency on ethereum so what they've done is they've partnered up,ETH,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:01:44.000,00:01:53.520,BTC,check out with paypal they'll have the option of paying in the you know their regular fiat currency or actually checking out and paying with bitcoin ether bitcoin cash or,BTC,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:02:04.159,00:02:14.160,BTC,of just just getting close to two thousand one hundred and uh bitcoins back above 60 000 at the time of recording in the uk the tax authority has issued,BTC,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:02:22.400,00:02:31.360,crypto_space,transacting cryptos that they need to actually pay capital gains on on this but then also what they've done is they've updated their guidance to provide information on how you,,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:02:31.360,00:02:40.800,crypto_space,handle interest through lending crypto and staking services as well which of course in the last year or so we've seen huge growth in adoption in a new report from,,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:03:20.400,00:03:30.799,BTC,that they're going to start offering a bitcoin and other digital asset services to virus wealth management division there's clearly a big demand here from their actual clients in that,BTC,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:04:41.600,00:04:53.120,crypto_space,protocol mechanism that he had helped pioneer unfortunately the injunction uh was denied block production on the blockchain network cardano now is now fully decentralized and so when they talk,,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:06:44.560,00:06:53.360,ETH,some of the congestion issues that are seen on ethereum so polygon was formerly known as matic is one of the layer two scaling technologies for ethereum and we'll see,ETH,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:08:45.120,00:08:55.680,crypto_space,nfts and blockchain technology but also the owner of the dallas mavericks team so the idea of being able to utilize nfts there in the ticketing market you can see,,
"Web3_Labs_20210404_This_Week_In_Blockchain_on_5th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:09:41.440,00:09:50.160,crypto_space,and t water in an auction uh last week dapper labs as well they're the company that's really very much at the forefront of the nft revolution who created cryptokitties,,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:11.599,00:00:22.000,BTC,that ether has reached another all-time high and bitcoin is back up hovering just below it coinbase's ipo is now imminent microstrategy and may 2 have continued to increase their,BTC,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:51.840,00:01:04.320,BTC,crypto prices bitcoins hovering very close to its all-time high of just just under 62 000 us dollars and ether has actually set a new all-time high of 2190 per,BTC,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:03:36.720,00:03:47.599,BTC,the significant economies such as japan really making progress with their pilot program here the basketball team the sacramento kings are set to offer bitcoin as a salary auction the,BTC,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:04:16.000,00:04:28.400,crypto_space,well have announced that they're very committed to converting their their investment vehicles that enable investors to actually buy and hold cryptocurrencies through them into an etf when the regulators,,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:04:54.800,00:05:05.840,crypto_space,microsoft partnered nami project token this is something that we spoke about previously which is a decentralized identity solution that microsoft's been building and so it'll be great to see,,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:15.759,00:05:27.680,BTC,funds into bitcoin and they've announced the purchase of another 15 million of worth of bitcoin and made to the the chinese app have actually purchased another 10 million in,BTC,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:52.960,00:06:02.880,crypto_space,dollars in in revenue this has been helped massively by the huge growth in the actual crypto currencies in that in the last year the valuations as well for coinbase's,,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:07:18.560,00:07:28.960,ETH,with some well-known ethereum developers to put some city services on the blockchain the miami mayor francis suarez said that they're trying to come up with a project that goes,ETH,
"Web3_Labs_20210411_This_Week_In_Blockchain_on_12th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:08:17.759,00:08:27.840,ETH,are some concerns about you know why they were chosen the blockchain pro project near protocol has launched its ethereum bridge known as rainbow for cross chain interoperability linear protocol,ETH,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:44.719,00:00:55.680,crypto_space,closing price for the stock was uh just just shy of 330 which gave an implied valuation of just under 86 billion the binance exchange also came along and uh,,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:01:43.200,00:01:52.240,BTC,bitcoin and ether over two and a half thousand however there was a significant drop in the the last few days as well with the bitcoins price dropping down to,BTC,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:01:52.240,00:02:04.159,crypto_space,52 000 and ether uh 2 100. there's there's been some funny movements though with dodge coin which has continued its uh rapid ascent recently where uh earlier on in,,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:02:52.879,00:03:04.000,crypto_space,of different products and projects across the blockchain ecosystem but getting this serious funding really is the in the signifier that they've now got a very clear strategy that they've,,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:03:38.959,00:03:47.360,ETH,technologies and bridging the gap between ipfs and filecoin and ethereum and so when you actually look at the people who are involved in this investment you've got ubs and,ETH,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:04:20.479,00:04:30.240,crypto_space,know the pioneers and the decentralized landscapes like like protocol labs so it's no doubt setting them in a really good position to actually continue to grow and scale and,,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:43.919,00:05:55.199,BTC,so now they've expanded to include litecoin stella zed cash and more and bitcoin cash time has also joined followed followed suit after tesla announced that they were keeping bitcoin,BTC,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:06:30.880,00:06:40.240,BTC,thought they'd experiment and see if it would change things if they accepted bitcoin in turkey the turkey's central bank has actually banned the use of crypto currencies for payments,BTC,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:07:10.400,00:07:23.520,ETH,previous editions on the ethereum network so the eip1559 which is the somewhat controversial between miners versus the broader ethereum community uh supports this it's now sort of core planning,ETH,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:08:00.879,00:08:13.520,ETH,digital entertainment wallet and live nation is the owner of ticketmaster behind the scenes uh live nation have been using ethereum but they've hit issues with the transaction fees being,ETH,
"Web3_Labs_20210418_This_Week_In_Blockchain_on_19th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:08:13.520,00:08:24.639,ETH,prohibitively expensive for a ticketing application so they made use of what's called the aventis network which is a layer 2 scaling technology that runs on top of ethereum rtos,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:04:52.320,00:05:01.600,crypto_space,brings down transaction prices but also it seems that it's had that increases the actual value of those of people who actually hold ether already so there's this perceived has,,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:11.520,00:05:22.240,ETH,they're talking about where uh how the ether price could be affected by what's being called the merge which is when the current power hungry ethereum proof-of-work network merges with,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:51.120,00:06:00.479,BTC,hundred dollars and uh bitcoin as well going below 50k for the first time in a while ibc have uh released a new report and they estimate that global spending,BTC,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:07:36.479,00:07:46.319,BTC,the same regulator actually approved bitcoin etfs earlier on this year so although this hasn't happened in the us market yet the fact is happening in canada which is a,BTC,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:09:08.720,00:09:19.040,crypto_space,a blockchain network again positive news to see this is this institutional interest also the in the uk the 110 year old asset manager bali gifford has invested 100 million,,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:10:18.640,00:10:31.519,ETH,vaccaron constantin luxury watches they made use of a um ethereum platform for this because they wanted to actually target consumers and provide transparency hence it made sense for them,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:10:31.519,00:10:42.480,ETH,to actually work with the public ethereum network also prada and cartier have joined the lvmh aura blockchain consortium which is focused on addressing counterfeits it was launched by microsoft,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:11:53.440,00:12:02.160,ETH,with corda but now they're also looking to extend how they're using these blockchain platforms simply because of the amount of traction that you're seeing on ethereum for digital assets,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:13:11.200,00:13:20.480,ETH,the activity that's happening across ethereum and buying a smart chain and so these include the akala network which is a d5 hub on polka dot moonbeam which is a,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:14:44.000,00:14:54.720,crypto_space,time which came to this total of around 80 million and apparently the hacker actually managed to get hold of the private key for um one of their their wallets,,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:15:03.279,00:15:13.440,crypto_space,that people need to be very you know across when they're running these projects the nft world jumpnet engine's new gas-free blockchain has got fit over 50 projects within its,,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:15:33.600,00:15:46.079,ETH,saying we're going to go with erc 20 which are fungible tokens and ercs 721 which are non-fungible what they've done is this they've spun up a ethereum compatible blockchain,ETH,
"Web3_Labs_20210425_This_Week_In_Blockchain_on_26th_April_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:16:25.839,00:16:36.399,BTC,that you know potentially there is some interest in companies trying to build some applications on top of ibm's blockchain technology also the uh bitcoin based nft game infinite fleet,BTC,
"Web3_Labs_20210502_This_Week_In_Blockchain_on_3rd_May_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:13.440,00:00:23.119,ETH,selling some of their bitcoin how the ethereum community is helping the covert fight in india the european investment bank is planning to issue a blockchain bond alchemy have closed,ETH,
"Web3_Labs_20210502_This_Week_In_Blockchain_on_3rd_May_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:23.119,00:00:33.760,crypto_space,another round of funding bringing them closer to their vision of being the aws for blockchain turkey south korea and india clamping down on crypto the rv2 launch metamask wallet,,
"Web3_Labs_20210502_This_Week_In_Blockchain_on_3rd_May_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:00:45.920,00:00:56.719,BTC,1.5 billion in in bitcoin then trimmed their position by 10 the company's cfo and the master of coin zach kirkhorn announced it earlier this week on an earnings call,BTC,
"Web3_Labs_20210502_This_Week_In_Blockchain_on_3rd_May_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:03:05.599,00:03:18.879,BTC,introduce credential requirements for exchange executives this is in order to reduce the overall risk for investors when exchanges can't meet their obligations we've seen in turkey the bitcoin exchange,BTC,
"Web3_Labs_20210502_This_Week_In_Blockchain_on_3rd_May_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:04:05.920,00:04:14.319,BTC,there may be an exit window in the case of a bitcoin ban it gives people the opportunity to actually get rid of their bitcoin and sell them before the,BTC,
