Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
"Altcoin Daily_20210429_ETHEREUM & CHAINLINK EXPLODING! MASSIVE WAVE of MONEY to FLOW into BITCOIN, & QUALITY CRYPTOCURRENCY.en.vtt",00:03:47.680,00:03:57.040,ETH,view just looking at the metrics and just judging the narrative in general eth is bullish and i'm going to actually show you a a quote from jp morgan on,ETH,
"Altcoin Daily_20210429_ETHEREUM & CHAINLINK EXPLODING! MASSIVE WAVE of MONEY to FLOW into BITCOIN, & QUALITY CRYPTOCURRENCY.en.vtt",00:07:12.880,00:07:23.520,ETH,ethereum ecosystem you can link your hard wallets to metamask if you want or just use the metamask hot wallet in brief metamask is an ethereum wallet that helps people,ETH,
"Altcoin Daily_20210429_ETHEREUM & CHAINLINK EXPLODING! MASSIVE WAVE of MONEY to FLOW into BITCOIN, & QUALITY CRYPTOCURRENCY.en.vtt",00:07:23.520,00:07:35.199,crypto_space,access blockchain applications its growth from 1 million active users in october to 5 million this month is definitely an achievement and you know again you can maybe you like,,
"Altcoin Daily_20210429_ETHEREUM & CHAINLINK EXPLODING! MASSIVE WAVE of MONEY to FLOW into BITCOIN, & QUALITY CRYPTOCURRENCY.en.vtt",00:07:45.199,00:07:55.759,crypto_space,eth be prepared for this narrative to grow this is from jp morgan i'm not saying they're the end-all be-all of you know to look for with your crypto opinions,,
Altcoin Daily_20210430_Top 3 Altcoins set to be LIFE-CHANGING in 2021!! Best Cryptocurrency Investments with Adoption!.en.vtt,00:00:23.840,00:00:34.880,crypto_space,do with price when i say life-changing i'm talking about cryptocurrencies that are really aiming to help people and we're actually seeing real world progress today we're going to talk,,
Altcoin Daily_20210430_Top 3 Altcoins set to be LIFE-CHANGING in 2021!! Best Cryptocurrency Investments with Adoption!.en.vtt,00:05:40.800,00:05:53.360,crypto_space,by the chicago board options exchange cboe and the protocol is rule-based so it will add or subtract liquidity to stay stable with the target metric now what is sdr,,
Altcoin Daily_20210430_Top 3 Altcoins set to be LIFE-CHANGING in 2021!! Best Cryptocurrency Investments with Adoption!.en.vtt,00:07:58.639,00:08:08.800,ETH,and for example you can pair mark with usdc or mark with eth and i think they give off like 200 or 300 apy check on that link down below,ETH,
Altcoin Daily_20210430_Top 3 Altcoins set to be LIFE-CHANGING in 2021!! Best Cryptocurrency Investments with Adoption!.en.vtt,00:09:09.920,00:09:23.519,crypto_space,goal of applying cryptographically enforced systems in a manner that is driven less by vague brand promises and more by the value that institutions and individuals actually provide and now,,
Altcoin Daily_20210430_Top 3 Altcoins set to be LIFE-CHANGING in 2021!! Best Cryptocurrency Investments with Adoption!.en.vtt,00:10:01.600,00:10:16.839,crypto_space,chain link as well because they are providing the oracle solutions to these blockchain-based solutions okay that is the video my name is austin see you tomorrow hit like hit,,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:00:22.640,00:00:32.559,DOGE,you in on everything that's going on in the urine finance ecosystem i'm going to share with you some polka dot adoption we'll talk about dogecoin elon musk bnb coin,DOGE,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:00:32.559,00:00:44.719,crypto_space,we will debunk some bill maher fudd did you see this nothing with crypto in the title ever turns out good do you have a response to bill maher i,,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:00:53.039,00:01:04.239,crypto_space,you think is the perfect portfolio for a new cryptocurrency investor a new crypto investor see if i was a new cryptocurrency investor this is legit what i do if,,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:01:35.920,00:01:50.560,ETH,portfolio for a new crypto investor in the comments below let's quickly check the price of bitcoin and ethereum bitcoin consolidating near the highs 57 000 ethereum breaking past all-time,ETH,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:02:14.239,00:02:25.040,ETH,its way to 10 000 i thought these were great metrics and great perspective to point out how could you not be bullish number one ethereum dwarfs every blockchain in,ETH,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:03:36.640,00:03:51.840,ETH,a sign that ethereum is institutional grade financial technology total value locked trending up number five ethereum has 50 billion in outstanding stablecoin supply with 500 000 daily unique senders,ETH,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:04:20.320,00:04:32.240,ETH,are now represented on eth in various forms whether it be wrapped bitcoin or otherwise this is a sign that ethereum is becoming an economic vacuum for all assets including,ETH,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:06:31.280,00:06:44.800,BTC,not a company bitcoin is an open source monetary payment network number two that they're a massive drain on the environment this fudd has been written about and debunked time,BTC,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:08:11.520,00:08:23.280,DOGE,interesting the way the space is developing we'll have to keep tabs on that dogecoin up 12 percent as influencers keep money flowing twitter instagram youtube influencers are helping dogecoin,DOGE,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:08:32.880,00:08:42.320,DOGE,on doge so you know doge is you know providing entertainment and monetary gains for a lot of people eventually it will come down but i know what everybody's looking,DOGE,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:08:52.720,00:09:00.720,BTC,that's kind of weird but anyway looking forward to that hopefully elon musk talks does a bitcoin sketch that'd be cool hopefully does it i mean i think it'd be,BTC,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:09:00.720,00:09:11.360,DOGE,funny to do a dogecoin sketch i think think they probably will polka dot over-the-counter osprey funds set to launch polka dot investment trust before we get to that let's,DOGE,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:09:11.360,00:09:23.519,ETH,take 60 seconds thank our sponsor blockfy.com altcoin daily if you have bitcoin if you have litecoin if you have ethereum binance coin chain link or a variety of stable,ETH,
Altcoin Daily_20210501_The Perfect Portfolio for a NEW Cryptocurrency Investor is... 10 Signs ETH Can Hit $10k _ Prediction.en.vtt,00:10:52.800,00:11:01.040,ETH,i mean it's hard to get you know like bitcoin or bitcoin or ethereum in a trust but once you have one coin in a trust doesn't seem like these,ETH,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:00:25.439,00:00:35.520,crypto_space,make sure if you have a friend in crypto that they watch this video before august 11th that is the cutoff point and today let me explain exactly how this,,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:00:48.399,00:01:02.320,BTC,in the video description and let's jump in starting with what is taproot taproot is a soft fork meaning upgrade that improves bitcoin scripts to increase privacy and improve upon,BTC,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:01:50.240,00:02:03.280,BTC,transaction that include those features so even if the transactions adopt those features they will look like a single transaction this is a big win for bitcoin privacy advocates okay,BTC,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:04:16.479,00:04:28.400,BTC,network like bitcoin requires coordination from a global user base to make substantial changes to its code as evidenced by the months to year-long discussions not if they should do,BTC,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:04:28.400,00:04:39.759,crypto_space,this upgrade but how to bring this upgrade online final thoughts on how this affects you understand this is pretty much not contentious by any means most miners have said,,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:04:39.759,00:04:49.919,crypto_space,already that yes they want this the miners have already pledged their support for taproot so it's really a matter of when not if give me your thoughts down below,,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:06:28.479,00:06:39.280,ETH,a longer running test net is due out next week interesting as an ethereum holder hodler it's just interesting to see what goes on behind the curtain give me your,ETH,
Altcoin Daily_20210502_Cryptocurrency Hodlers - Watch BEFORE August 11th 2021! Bitcoin Taproot Activation HAS BEGUN!.en.vtt,00:09:26.480,00:09:40.560,crypto_space,reminder on what frontier is frontier is a chain agnostic defy aggregation layer using frontier users can track and manage d5 positions stake assets swap or exchange assets and explore,,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:00:50.879,00:01:01.280,DOGE,doge bitcoin of course so much check the timestamps below we have a lot to cover plenty of different coins let's start with ethereum ethereum has hit three thousand dollars,DOGE,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:01:35.920,00:01:49.280,ETH,to this channel this does not surprise us ethereum actually hit 3300 just about an hour or two ago continuing with ethereum eth on exchanges is dropping while the price,ETH,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:02:00.960,00:02:10.479,ETH,now with eth smashing through three thousand dollars this week i think according to ryan watkinson who's a researcher at missouri crypto so maybe he would know maybe he would,ETH,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:02:44.160,00:02:54.319,ETH,chinese we can't tell but i believe that they said that the chinese government is linked with businesses who are mining bitcoin ethereum and file coin at least bitcoin and,ETH,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:05:16.240,00:05:24.160,crypto_space,the types of payments that we take so we now take apple pay and google pay more chores for buyers we'll continue to look at other options like cryptocurrency you,,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:06:12.000,00:06:26.240,DOGE,a few weeks ago dogecoin rises 10 after elon musk confirms the coin will get the snl treatment elon musk will host snl this coming saturday dogecoin is confirmed he,DOGE,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:06:26.240,00:06:37.840,DOGE,was tweeting out he was asking people for ideas for skits and he says that definitely doge is going to be a part of snl this saturday hopefully mentions bitcoin,DOGE,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:06:52.960,00:07:05.440,crypto_space,told the block that paypal has made the rounds among some of the industry's stablecoin protocol developers so i mean the ceo has said they're going to expand their cryptocurrency,,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:07:40.240,00:07:49.440,BTC,bitcoin once bitcoin decides to run i think it's going to suck the air out a lot of crypto currencies and bitcoin is the market mover right fun fact if,BTC,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:08:10.720,00:08:19.919,BTC,supply and demand again i continue to cost average bitcoin i think bitcoin i mean there's a large part of my bitcoin holdings that i'm not going to sell for,BTC,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:10:24.480,00:10:33.920,BTC,altcoin daily if you have bitcoin if you have litecoin if you have stable coins chain link bnb coin why not put it to work and actually special promotions are,BTC,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:11:18.000,00:11:29.600,crypto_space,earn up to 10 until july 31st but usually 8.6 percent apy with the blackfy interest account get a 250 crypto bonus with a deposit of 25 or more now,,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:11:52.880,00:12:04.079,crypto_space,like uh ben cowan into the cryptoverse like alexander's like bitboy like hashoshi and in order to still make it interesting we've asked a few of them to talk about,,
"Altcoin Daily_20210503_Cryptocurrency Holders are GETTING RICH! MAJOR NEWS for ETHEREUM, BITCOIN, FILECOIN, & DOGE!.en.vtt",00:12:24.399,00:12:34.560,crypto_space,fact definitely won't be but it'll just be a four day release of different interviews so that's something to look forward to i think they're going to be really good,,
Altcoin Daily_20210504_Kevin O'Leary Reveals BIGGEST THREAT to Cryptocurrency in 2021 _ WARNING TO ALL BITCOIN HODLERS.en.vtt,00:03:31.920,00:03:41.680,BTC,our politicians in various jurisdictions including europe including canada including in the states where there's a threat now that some governors are talking about making bitcoin mining illegal in their,BTC,
Altcoin Daily_20210504_Kevin O'Leary Reveals BIGGEST THREAT to Cryptocurrency in 2021 _ WARNING TO ALL BITCOIN HODLERS.en.vtt,00:04:34.080,00:04:44.960,BTC,that have yet to be mined is the juice worth the squeeze because it's undeniable bitcoin to mine bitcoin that takes energy question is is what we're getting in return,BTC,
Altcoin Daily_20210504_Kevin O'Leary Reveals BIGGEST THREAT to Cryptocurrency in 2021 _ WARNING TO ALL BITCOIN HODLERS.en.vtt,00:05:52.720,00:06:06.160,crypto_space,amid path to decentralization so essentially the company is dissolving themselves in giving all their coins their maker tokens back to the dao the maker dao foundation has returned over,,
Altcoin Daily_20210504_Kevin O'Leary Reveals BIGGEST THREAT to Cryptocurrency in 2021 _ WARNING TO ALL BITCOIN HODLERS.en.vtt,00:06:41.680,00:06:55.360,crypto_space,will now focus on working towards its own dissolution to further decentralize the protocol interesting i suspect we're seeing more and more things like this is because as cryptocurrency gets,,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:00:22.960,00:00:36.079,DOGE,market movers first then we'll get into some lower cap gems glitch protocol file coin doge hit almost 70 cents it had a dip today doge has been pumping this,DOGE,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:04:18.400,00:04:31.040,ETH,revenue to hedge funds or exchanges or clearinghouses we're going to give it directly to the users pretty cool uniswap v3 features will alleviate ethereum's gas crisis they're making you,ETH,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:07:01.440,00:07:14.720,crypto_space,kong and even the likes of rob gronk and tom grady jumping on the nft banned wagon this is what i like to see if cryptocurrency has a future speaking,,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:08:06.639,00:08:16.319,DOGE,more alt coins let's talk about dogecoin i want to talk to you about filecoin and i want to clue you in on glitch protocol are you familiar with what,DOGE,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:08:16.319,00:08:27.199,crypto_space,glitch protocol is we've partnered with them today i'm going to tell you what it is why you should care and basically what their role is in the cryptocurrency ecosystem,,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:11:31.760,00:11:41.519,DOGE,we appreciate them supporting the channel today finishing up the video dogecoin almost got to 70 cents earlier today than had a correction i know a lot of people are,DOGE,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:11:41.519,00:11:50.160,DOGE,waiting for that one dollar doge elon musk says he's going to mention dojian snl on saturday some of my friends tell me that they're going to try and short,DOGE,
Altcoin Daily_20210505_Bitcoin & Ethereum Hodlers - BE PREPARED!! US BANKS CAN NOW OFFER CRYPTO! MAJOR CRYPTOCURRENCY NEWS!.en.vtt,00:11:50.160,00:12:01.200,DOGE,doge on saturday with the snl thing some of my friends tell me that they're waiting for a dollar it is a sign of the times assignable market filecoin launches,DOGE,
Altcoin Daily_20210506_BETTER THAN DECENTRALAND _ Why RedFox Labs (RFOX) has MASSIVE POTENTIAL in 2021! _ Nuggets News.en.vtt,00:05:07.039,00:05:16.639,crypto_space,out about it and if people go something's a decent project it's normally valued at least a 100 million if not more but i i don't understand this new this,,
Altcoin Daily_20210506_BETTER THAN DECENTRALAND _ Why RedFox Labs (RFOX) has MASSIVE POTENTIAL in 2021! _ Nuggets News.en.vtt,00:07:32.240,00:07:41.680,crypto_space,buys land in specific areas it's a little bit like real estate investing in the real world so if you're that good at it then definitely that's the sort of,,
Altcoin Daily_20210506_The NEXT Major Trend in Cryptocurrency for May 2021 is...! BIGGER Than NFTs & DeFi! _ Alex Saunders.en.vtt,00:00:11.519,00:00:24.160,crypto_space,matters to the average person uh yeah so a dao is a decentralized autonomous organization and that basically just means a a community or a business that is the the,,
Altcoin Daily_20210506_The NEXT Major Trend in Cryptocurrency for May 2021 is...! BIGGER Than NFTs & DeFi! _ Alex Saunders.en.vtt,00:02:23.680,00:02:36.239,ETH,down bitcoin or ethereum versus saying you know hey zucks you're uh back on capitol hill next week sort of thing i remember chamath paulie apatia like asking twitter about,ETH,
Altcoin Daily_20210506_The NEXT Major Trend in Cryptocurrency for May 2021 is...! BIGGER Than NFTs & DeFi! _ Alex Saunders.en.vtt,00:02:36.239,00:02:48.480,crypto_space,daos shortly after the wall street bets uh event do you think dowse we could see dao's as the next major trend like we saw nfts and d5 in crypto,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:01:30.880,00:01:39.840,ETH,into uh big picture eth can you just maybe give us a state of the crypto market maybe what you were just talking about where are we in the middle,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:06:07.520,00:06:19.360,ETH,start to have pretty clear you know cash flow models that get shared out with those token holders again big serious names we've seen ethereum become a blue chip and,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:06:55.360,00:07:06.080,crypto_space,just come such a long way we i don't know how maxis can even argue anymore that these things have no value yet they still do um real quick i,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:08:42.880,00:08:55.200,ETH,is it because they're bored but how on earth you ignore what visa you know adopting ethereum for stable coin payments we've got bonds issued this week again we're going,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:20:44.559,00:20:53.919,ETH,bit versus say building on ethereum when there's a lot of those software development kits and apis and stuff already built for you but in this case it's a healthcare,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:21:57.919,00:22:07.760,ETH,probably going to see a pretty finished version of eth and eth2 and so let's say after that a year after that we'll have the dust will have had a,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:22:07.760,00:22:17.200,crypto_space,chance to settle and so let's say that you've got like cosmos and these interoperability blockchains working so it really just is about well which one do you want to,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:31:22.960,00:31:32.240,crypto_space,is kind of their initial focus flavor of the month at the moment in in the crypto world they've got the d5 aspects to it then you've got as i,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:39:04.640,00:39:14.720,crypto_space,spoken about making a decentralized version of twitter so he's a little bit of a libertarian i guess but i don't think you know mark zuckerberg is going to be,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:39:14.720,00:39:26.160,crypto_space,helping make a decentralized version of facebook anytime soon so dows are going to disrupt all these companies and and models uh but it's the users that have always had,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:41:43.359,00:41:55.839,ETH,moment or i think somebody who's new who kind of understands that bitcoin is this um you know hard money open decentralized protocol kind of understands that ethereum's more of,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:43:27.839,00:43:35.280,ETH,bitcoin or ethereum and held it for longer than you know what are we at the moment well at the moment it's probably a couple of weeks but john i,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:44:09.920,00:44:24.960,crypto_space,learned that maybe you would tell a friend definitely falling in love with projects i like i've got friends that got into channeling so early or you know any project,,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:45:52.880,00:46:04.560,ETH,if i you know have not done this not take profits for sure as we finish up my final question let's talk about eth at the end of this year,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:49:49.119,00:49:59.440,ETH,buzz and it's scaled i think that's going to be a pretty amazing situation for eth to be in and and you just don't know when the height captures on,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:50:56.880,00:51:09.520,ETH,polygon um because of how they've successfully helped scale ethereum so if another one of those scaling like x direct for example if a lot of projects start going over,ETH,
Altcoin Daily_20210506_The TRUTH About Investing in Ethereum 2021 _ Cardano vs Polkadot vs Binance _ Crypto Expert Explains.en.vtt,00:53:25.680,00:53:38.800,ETH,how quickly ethereum's become a blue chip and people uh got their head around altcoins d fire has grown to this you know what 50 or 60 billion total value,ETH,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:03:50.080,00:03:59.840,BTC,think it's important that everyone should do and it's not natural but is to value your portfolio in its valuation against bitcoin not usd okay um i'm not a fan,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:04:41.759,00:04:52.400,BTC,something it already hasn't done um in terms of volatility against bitcoin it doesn't mean it can't go to higher valuations against bitcoin because that's generally what it does but,BTC,
