Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
"Crypto_Daily_Trade_Signals_20210314_BITCOIN_GOING_TO_EXPLODE_TO_$70,000_!_DO_NOT_MISS_IT!_Huge_Profits..en.vtt",00:01:31.759,00:01:39.439,crypto_space,maybe for the short term but long term we can see definitely three thousand four thousand by the end of the year uh now is a good time to buy,,
"Crypto_Daily_Trade_Signals_20210314_BITCOIN_GOING_TO_EXPLODE_TO_$70,000_!_DO_NOT_MISS_IT!_Huge_Profits..en.vtt",00:01:49.600,00:01:59.439,BTC,them up right now this second because they're down uh compared to the last three or four days because of the bitcoin dominance uh but as we bitcoin continues to,BTC,
"Crypto_Daily_Trade_Signals_20210314_BITCOIN_GOING_TO_EXPLODE_TO_$70,000_!_DO_NOT_MISS_IT!_Huge_Profits..en.vtt",00:03:19.440,00:03:28.159,BTC,know that when the cme opens in that gap that the bitcoin price is going to go down uh for you know five or six minutes and you can catch,BTC,
"Crypto_Daily_Trade_Signals_20210314_BITCOIN_GOING_TO_EXPLODE_TO_$70,000_!_DO_NOT_MISS_IT!_Huge_Profits..en.vtt",00:04:05.040,00:04:24.800,crypto_space,money save money on fees peace this is daryl from crypto daily trade signals [Music] you,,
Crypto_Daily_Trade_Signals_20210314_OMG!__EMERGENCY_BITCOIN_WARNING!!🚨🚨.en.vtt,00:00:00.000,00:00:15.280,BTC,is daryl here again looks like uh bitcoin is uh dropping it's now below 5900 uh so you guys need to take care but this is just a temporary consolidation,BTC,
Crypto_Daily_Trade_Signals_20210314_OMG!__EMERGENCY_BITCOIN_WARNING!!🚨🚨.en.vtt,00:00:26.560,00:00:37.040,crypto_space,is just temporary it should be going up again real soon so don't panic this is daryl from crypto daily trade signals if you like these videos please smash and,,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:00:00.000,00:00:14.320,crypto_space,hey this is daryl again from crypto daily trade signals and it's another beautiful day here in asia at the beach as you can see it's about 30 degrees and,,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:00:14.320,00:00:25.680,ETH,it's a nice day and i just wanted guys to talk to you about ethereum uh and you know for some time now ethereum has been kind of lagging behind,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:00:25.680,00:00:34.719,BTC,you know it's been kind of going uh sideways for some time and yeah it's a bit irritating uh you know bitcoin is up and down last night bitcoin almost,BTC,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:00:34.719,00:00:47.680,ETH,broke sixty thousand now in asia it's around 10 a.m uh on sunday and you know it's back down again to you know 57 58 range and of course ethereum,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:00:47.680,00:00:58.800,ETH,has dropped but you know i want to kind of give you guys some opioid in terms of ethereum uh and if you look at ethereum is still outperforming bitcoin,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:00:58.800,00:01:11.200,BTC,and uh you know that's good news in terms of bitcoin's uh high last year and it's movement uh this year it's up you know like uh almost uh 200,BTC,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:01:11.200,00:01:25.200,ETH,percent 225 but if you look at uh ethereum compared to its uh high last year to now you know it's only up around 25 30 so ethereum still has,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:01:25.200,00:01:36.720,ETH,a lot to do and and and it can go places you know recently we were talking about you know some manipulation and ethereum you know miners uh selling off,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:01:36.720,00:01:52.000,ETH,uh ethereum you know all these things are not helping and you know the behavior of bitcoins tends to have a parabolic arise and then uh sideways action uh big,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:01:52.000,00:02:05.680,ETH,corrections a little bit more parabolic rise sideways correction and then big dumps at the end of the ball but ethereum is a bit different ethereum tends to go sideways,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:02:05.680,00:02:16.239,ETH,for a very long time and then suddenly out of nowhere there'll be a big pump and that's what we're all waiting for you know for all the ethereum holders,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:02:27.200,00:02:39.040,crypto_space,for every family member well the survey said that ten percent of those people are going to be putting their money into uh into crypto so what we're still waiting,,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:02:39.040,00:02:49.920,ETH,for is we're really waiting for the bitcoin price to head up to 70 000 you know that ethereum will follow suit and at that point hopefully when people start,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:03:00.080,00:03:11.120,ETH,you know where do i see ethereum well you know two thousand dollars is just around the corner but you know people have been saying that since valentine's day uh,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:04:22.560,00:04:33.600,ETH,need to have diamond hands don't worry ethereum's gonna get there uh it's gonna be just fantastic you know so guys don't panic so to kind of cheer you guys,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:04:47.919,00:05:03.120,ETH,a fantastic day and uh you know once again if you guys like this channel uh smash that like and subscribe don't sell your ethereum and you know and buy,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:05:03.120,00:05:12.479,ETH,other coins hold on to your ethereum you know coins like ada dot these are great coins a lot of great coins you need to hold on to these but,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:05:12.479,00:05:26.800,ETH,don't sell your ethereum to buy these coins because ethereum is going to outperform outperform those coins so be strong guys ethereum will have its day in the sun and,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:05:26.800,00:05:36.400,crypto_space,uh peace out this is daryl from uh crypto daily trade signals i'm always daryl and i will be daryl and i'm always gonna give you the straight truth nothing,,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:05:44.960,00:05:56.880,ETH,i just want to give you some opioid on ethereum ethereum will hit the targets of three thousand dollars uh you know bank america they just did uh did some,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:05:56.880,00:06:09.199,BTC,in-depth research uh into bitcoin and they realized that you know bitcoin in fact is nothing more than a stored value and a hedge against inflation but it actually doesn't,BTC,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:06:09.199,00:06:25.600,ETH,do anything where ethereum blockchain it does a ton of things it's d5 nfts you know the blockchain is so uh flexible that it can you know run different projects,ETH,
Crypto_Daily_Trade_Signals_20210320_Bitcoin_vs._Ethereum_2021_Why_Ethereum_Is_Better_Than_Bitcoin!__Ethereum_Mining_The_Truth_Revealed!.en.vtt,00:06:38.080,00:06:49.599,ETH,mind that you know long term ethereum actually does something where bitcoin doesn't so once again peace out this is daryl enjoy and uh let's just pan on over to,ETH,
Crypto_Daily_Trade_Signals_20210324_DO_NOT_WATCH_THIS_!!!🆘_Elon_Musk_Tweet!!!_What_Does_that_Mean_For_Bitcoin_.en.vtt,00:00:00.000,00:00:13.360,BTC,hey everybody this is daryl from daily crypto trade signals and i've got an amazing update for you right now elon musk just tweeted that tesla will now accept bitcoin,BTC,
Crypto_Daily_Trade_Signals_20210324_DO_NOT_WATCH_THIS_!!!🆘_Elon_Musk_Tweet!!!_What_Does_that_Mean_For_Bitcoin_.en.vtt,00:00:13.360,00:00:28.320,BTC,for payment of their tesla cars he also further said that when tesla receives payment for cars using bitcoin they will not be converting the bitcoin payments to fiat currency,BTC,
Crypto_Daily_Trade_Signals_20210324_DO_NOT_WATCH_THIS_!!!🆘_Elon_Musk_Tweet!!!_What_Does_that_Mean_For_Bitcoin_.en.vtt,00:00:28.320,00:00:40.320,BTC,this is amazing news it means so much to bitcoin we can expect a pump anytime now this is such such bullish news one more update uh to my harmony,BTC,
Crypto_Daily_Trade_Signals_20210324_DO_NOT_WATCH_THIS_!!!🆘_Elon_Musk_Tweet!!!_What_Does_that_Mean_For_Bitcoin_.en.vtt,00:01:15.040,00:01:27.119,crypto_space,is just a short video please check my links down below for special offers and discounts on trading fees this is daryl from crypto daily trade signals peace out people,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:00:00.000,00:00:14.160,BTC,bitcoin bitcoin bitcoin bitcoin bitcoin let's start with what it is bitcoin is a digital currency it's completely intangible so unlike dollars there aren't any bills or coins hey everybody,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:00:14.160,00:00:24.640,crypto_space,it's daryl here from daily crypto trade signals i want to do something a little bit different today uh i kind of wanted to give a bit of an intro,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:00:24.640,00:00:33.200,BTC,guide into what is bitcoin uh because there's a lot of people who are watching my channel that are not experts in the crypto space and i thought it might,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:00:33.200,00:00:43.680,BTC,be uh nice to give a quick beginner guide to what is bitcoin so you know when the richest person in the world gives support to virtual currency you know,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:00:43.680,00:00:55.039,BTC,that it's uh something important so elon musk has told users of the online social media that he thinks virtual currency bitcoin is a good thing i also think it's,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:00:55.039,00:01:07.920,BTC,a good thing too i'm heavily invested in it and i suggest that most users have 50 of their um uh crypto portfolio in bitcoin followed by 25 on big,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:01:20.560,00:01:31.439,BTC,you know he comments uh resulted in the the value of bitcoin has been rising significantly we all know we all know that back in march last year bitcoin was,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:01:43.280,00:01:55.119,BTC,and the end of the q1 but we can see that uh in april which is traditionally a bullish month for bitcoin i can see bitcoin reaching about uh 70,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:01:55.119,00:02:05.439,BTC,to 80 000 uh in april so i think april's going to be a really explosive uh month for bitcoin i hope you feel the same if you feel like,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:02:18.640,00:02:32.879,BTC,share with your friends uh so what is bitcoin uh bitcoin has often been described as a cryptocurrency or virtual currency or a digital currency it's a type of money,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:02:43.840,00:02:59.840,BTC,a lot of shops that are still accepting bitcoin but some countries uh have banded altogether however a lot of uh crypto uh wallets like uh crypto.com for example have,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:02:59.840,00:03:12.640,crypto_space,their own credit card binance has its own credit card so in fact you can use your crypto visa debit card to actually purchase uh goods and services that you,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:03:12.640,00:03:26.000,crypto_space,traditionally need to use fiat for so you can actually use your crypto to buy anything uh however some companies like paypal uh have announced that they'll be allowing customers,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:03:26.000,00:03:36.239,BTC,to buy and sell bitcoin on the on their platform so you know paypal is one of the biggest digital wallets uh that uses fiat but recently they decided to,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:03:36.239,00:03:47.760,BTC,switch over to uh bitcoin now keep in mind the original founder of paypal was elon musk keep that in mind so i don't know if that that uh relationship,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:03:47.760,00:03:58.879,BTC,with elon musk finding founding big paypal selling it and starting tesla has anything to do with their one of being one of the earlier adopters of bitcoin i don't,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:03:58.879,00:04:09.360,BTC,know i would say that probably had something to do with it but who knows how things work in this murky world so physical bitcoins you can see in photos,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:04:09.360,00:04:23.040,BTC,are a novelty so there's no such thing as physical bitcoin sometimes you can buy from online shops a physical representation of bitcoin but uh they don't exist so how,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:04:23.040,00:04:36.720,BTC,does bitcoin uh work each bitcoin is basically a computer file which is stored in a digital wallet or app on a smartphone computer or computer and also a lot,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:04:36.720,00:04:48.720,crypto_space,of people have hard wallets like ledger trace or these kind of wallets uh are basically called storage wallets that you uh connect your computer to transfer one time unplug,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:04:48.720,00:04:58.479,crypto_space,and keep in your safe or keep in your pocket wherever so these are actually the safest wallets uh because any wallet that's online is subject to being hacked okay,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:04:58.479,00:05:09.840,crypto_space,so just keep that in mind the safest wallets out there are the uh cold storage wallets like nano ledger uh tracer those kind of thing every single transaction is,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:05:09.840,00:05:22.160,BTC,recorded in a public list called a blockchain so every transaction uh that's every bitcoin transaction that's done is uh done on a public blockchain so you can search anybody's,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:05:22.160,00:05:31.759,BTC,address and you can see what kind of transactions are going on so that's like i said it makes it possible to trace the history of bitcoins uh to stop,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:05:31.759,00:05:47.840,crypto_space,people from spending coins they don't own making copies or under undoing transactions so basically the blockchain is secure uh it sends little pieces of data and basically once you,,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:05:47.840,00:05:56.880,BTC,send a transaction it's done you can't you can't pull it back it's it's gone forever all right so how do people get bitcoins well there are a number of,BTC,
Crypto_Daily_Trade_Signals_20210326_Bitcoin_Basics_That_Could_Make_You_Rich_!.en.vtt,00:05:56.880,00:06:06.639,BTC,ways that people can get bitcoin you can use paypal uh to buy bitcoins i'm not a sponsor i'm not an affiliate uh you can buy bitcoins using real money,BTC,
