Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:01:59.920,01:02:10.480,crypto_space,wider and wider and wider is because the people who are holding the devaluing assets and saving or watching their wealth be devalued away and there's arguments and controversy over,,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:25:27.520,01:25:34.239,crypto_space,in the private market and i don't have to worry about foreign currencies i don't exchange anything the only time i would ever think about in other currencies if i'm,,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:26:16.719,01:26:23.600,BTC,digital dollar click a button i save in bitcoin it stays there protects or grows my purchasing power oh i need to pay my taxes let me switch back into,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:37:43.520,01:37:55.440,BTC,is part of why it has values because you're giving up value so um in one way is to exchange uh energy and computational power for bitcoin so you can,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:38:04.159,01:38:14.000,BTC,a portion of the kind of daily revenue uh off that system you can acquire bitcoin in exchange for your power uh and your computational um kind of contribution and,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:39:36.080,01:39:43.679,BTC,or sorry to interrupt uh so the block fi is is uh bitcoin only or is it an exchange with the other crypto it's got a bunch of different ones,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:47:45.440,01:47:56.000,BTC,for that is because they have that long time horizon they don't want to be um kind of convicted around bitcoin sound money macro environment all stuff and then they,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:51:06.800,01:51:15.520,BTC,one dollar bill's worth one dollar right bitcoin to me i denominate my wealth in bitcoin so i think of one bitcoin is worth one bitcoin not one bitcoin is,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:51:15.520,01:51:23.040,BTC,worth sixty thousand or fifty five thousand or seventy thousand right i denominate everything in bitcoin when i make a purchase in my head i'm calculating how much bitcoin am,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:53:06.320,01:53:15.440,BTC,say wait a second why would i if today i can trade one bitcoin you know back in october of last year one bitcoin for 10 000 us dollars why,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:56:02.400,01:56:12.159,BTC,trade their hours and their effort for currency and so as they get paid every two weeks let's say um the best way to acquire bitcoin without having to worry,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,01:56:27.040,01:56:34.880,BTC,percent go buy bitcoin don't worry about what the price is just do that over time and the reason why that's important is um if in december of 2017 when,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:02:00.560,02:02:08.400,BTC,amount of bitcoin and i'm just going to hold it for years and every time somebody's done that right if you bought bitcoin at any point in the last 12,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:04:22.560,02:04:30.239,BTC,point you can ask a quick question which is uh what's the current market cap for bitcoin uh the current market cap's right around a trillion just over a trillion,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:09:56.800,02:10:05.840,BTC,supply shock and so that's what i think will carry us to the million dollar bitcoin from six to five to whatever 50 reduction yeah yeah and so that's what,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:13:36.639,02:13:46.000,crypto_space,did and then he um you know repeated it uh but he definitely he was trying to get that read into the record yes uh for sure and so uh,,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:13:46.000,02:13:57.440,BTC,yeah you can imagine one again the meme speaking insolently to the bitcoin community was you know made him very uh very well liked uh but also too was um,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:17:01.200,02:17:13.120,BTC,any negative you know feedback or constructive criticism like you're the bad person uh it's the ultimate echo chamber right and so i think that what the bitcoin world does,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:21:39.359,02:21:50.800,DOGE,people immediately uh but speaking of memes what the heck do you think is up with elon musk talking about dogecoin a lot sort of uh from the cryptocurrency community,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:21:50.800,02:22:04.560,DOGE,i uh from i've been talking to a lot of sort of technologists i guess and reading papers on cryptocurrency it's like nobody really sees dogecoin as a revolutionary crypto,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:22:17.600,02:22:33.600,DOGE,uh elon musk's combination of humor and brilliant engineering in the various companies he runs combines to create a kind of value and excitement behind dogecoin it's like what is,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:23:33.680,02:23:45.040,DOGE,and uh an element of uh an appreciation for irony in the world dogecoin is actually one of the least crazy things that you could talk about when you're willing,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:23:55.040,02:24:07.920,DOGE,of internet culture understanding of memes and understanding of frankly human psychology and marketing and so in some crazy way every time he talks about dogecoin it's a rallying cry,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:24:29.840,02:24:41.040,DOGE,that's not going to be uh as beautifully humorous and whatever the hell internet culture is as dogecoin he's finding the right language he's speaking the language of the people,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:24:51.359,02:25:04.319,DOGE,speaking to the masses yeah and the techno king and even further than that i think is he essentially is um he's using dogecoin as a way to say i'm,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:27:18.880,02:27:23.920,DOGE,of dogecoin and tweets about it because he thinks he's going to a dollar and he's gonna you know make money right like i don't think i don't think it's,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:27:56.160,02:28:09.280,DOGE,been always bothered by a place i deeply admire which is mit but there's problems the bureaucracies and hierarchies that hold back innovation brilliant minds and in that sense doge,DOGE,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:28:22.479,02:28:32.880,BTC,elon has a perspective on the world that's similar to bitcoin folks which i really like which is like thinking long term it's how visionaries think it's like how will,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:31:24.240,02:31:32.160,BTC,of the second of this technology whether this is just like a little bit of a fad or if there's some deep lessons to learn whether it's bitcoin or cryptocurrency,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:36:32.319,02:36:44.640,crypto_space,know you can invest in people you can invest in you know art can be defined broadly as any kind of creation right in in some sense this whole idea,,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:37:14.160,02:37:25.439,crypto_space,some of or most of them won't there's a world where you and i are participating in a digital economy in a virtual world where uh whether it is a,,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:40:46.240,02:41:02.319,crypto_space,start to understand is well what do you truly value in your life is it the physical analog materialistic consumptive goods or is it virtual and in many cases something,,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:47:51.520,02:48:00.880,BTC,anytime you bring up chimps somebody will say joe rogan entered the chat can i ask you about sort of learning about bitcoin books and resources do you have an,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:48:26.880,02:48:37.200,BTC,talk about first of all your podcast and the news newsletter but also other resources that you recommend people should check out in order to learn about bitcoin yeah so,BTC,
Lex_Fridman_20210325_Anthony_Pompliano_-_Bitcoin___Lex_Fridman_Podcast_#171.en.vtt,02:57:40.960,02:57:48.000,BTC,it in the um context of bitcoin and so bitcoiners are have two things any bitcoiner if you talk to them they believe the same two things one they don't,BTC,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:00:00.000,00:00:11.280,ETH,the following is a conversation with vitalik buterin his second time on the podcast vitalik is the co-founder of ethereum and one of the most influential people in cryptocurrency and,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:00:24.400,00:00:35.200,ETH,side note let me say that ethereum bitcoin and many other cryptocurrencies have been taking a wild ride of prices going up and down in the past few months to,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:02:36.640,00:02:45.040,DOGE,of all you know shiba inu as you said is this kind of knockoff of dogecoin right and deutsche coin was this initial kind of fun coin that was created,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:02:52.319,00:03:03.440,DOGE,community formed around it and at the beginning people didn't take it very seriously i actually remember putting about 25 000 into doge sometime around 2016 and i just remember,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:03:29.120,00:03:38.799,DOGE,about dogecoin and the market cap just like shot up to about 50 billion dollars actually and it shot up multiple times right like the first time it went up,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:03:48.400,00:03:57.599,DOGE,the middle of uh kovid and you know i saw that the price just went up by a thousand percent and i was like oh my god my doge is,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:04:15.680,00:04:23.120,DOGE,four cents right so i managed to sell the doge at the top and i remember just uh feeling like i was such an amazing trader but then of course,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:04:23.120,00:04:32.080,DOGE,you know the price went up from four cents then to seven and then 50 and just like doge becoming this big phenomenon where there's even a lot of people,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:04:32.080,00:04:38.560,ETH,that have heard of those that have not heard of ethereum is just like something even i wasn't predicting right and so after that of course you know we have,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:04:38.560,00:04:47.759,DOGE,doge and then people are thinking well you know if the leading dog token is worth 50 billion dollars then surely the second largest dog token deserves you know at,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:05:16.800,00:05:24.720,crypto_space,worth of their token into my wallet and then they had their twitter arbi just like basically run around saying look look at vitalik's wallet vitalik holds towers he's one,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:05:33.039,00:05:43.199,crypto_space,a twitter splat now the shiva people were more clever the shiva people instead of dumping to that wallet they dumped to my cold wallet right so in a cryptocurrency,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:06:34.160,00:06:42.080,crypto_space,with me one was in canada and if you add those two numbers together you get the private key so because of covid travel restrictions and you know this is,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:07:34.240,00:07:42.639,crypto_space,that i bought from target then i put in my other number on my piece of paper added the two numbers together on the computer there's the key and at,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:09:00.080,00:09:11.600,crypto_space,you're going to crash it after 10 million are you might you actually be able to get like an entire 200 million i had no idea um so i definitely,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:09:11.600,00:09:18.399,ETH,was just of the mindset like okay i mean i'll sell a bit maybe i get some eth and then you know donated some yeast to give well donated some,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:13:52.880,00:14:01.760,BTC,have this article in bitcoin magazine back in 2014 where i basically suggested this idea that you know you would have coins that represent causes and like people would just,BTC,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:18:50.400,00:19:02.799,ETH,you know as you've kind of mentioned ethereum challenges the the the power centers of the world and uh how do you see the interplay between govern governments and this,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:22:46.799,00:22:58.480,crypto_space,that's here to stay on this one little tangent that you brought up this is almost an outdated idea but it's still with us which is cryptocurrencies are used for,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:27:55.919,00:28:11.600,ETH,one of the most exciting uh technologies like technically philosophically like socially financially in every way which is ethereum 2.0 there's a million things to talk about but at the,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:29:01.440,00:29:10.480,ETH,regular ethereum user still feels very seamless right it's like maybe a little bit more complex than the hard forks that we've already done but from a user's point of,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:32:07.760,00:32:15.840,ETH,economic resources you just use like holdings of coins inside the system right so all of these blockchains they have some kind of coin in them bitcoin has bitcoin ethereum,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:34:41.119,00:34:51.440,ETH,bitcoin and ethereum they both issue somewhere around four percent of the total supply every year right now to miners so ethereum is about 4.7 million ether and the current,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:38:49.119,00:38:59.920,ETH,as well um i mean like we have to agree on protocol changes somehow right like there's twitter there's reddit there's um github there's uh all of the various ethereum,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:38:59.920,00:39:11.839,ETH,forums ethereum magicians ethereum research there's just in-person communication then there's just kind of like the hidden web of everyone talking to everyone on telegram um or signal uh so,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:39:11.839,00:39:20.960,crypto_space,it's like some of everything right but i think like the thing to emphasize around like can you actually come to consensus on you know whether or not to fork,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:40:41.200,00:40:53.920,ETH,contradictory opinions and that's totally fine and amazing some people describe mev minor extractable value as an existential risk to ethereum what is mev how important is it to solve,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:41:10.800,00:41:21.119,crypto_space,of brett first so uh basically okay ebbyv minor extractable value um it is not different in proof of work and proof of stake right so like if you want,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:47:31.200,00:47:40.240,ETH,at the same time a lot of things are done off-chain and so you get more scalability that way um so in ethereum the most popular paradigm failure too is,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,00:56:15.359,00:56:26.640,BTC,bitcoin yeah um would you like you looking putting on your historian hat you mentioned offline you like dan carlin so if dan carlin went to do an episode on,BTC,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:04:03.839,01:04:12.880,ETH,no involvement and to uh care at all about what my values are and you know like maybe ethereum just like is is never i think you have a powerful,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:10:00.080,01:10:10.560,ETH,space of ethereum the the sharding happens on some fixed number like th the split is on some fixed number i think it's 64. is the currently sort of proposed,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:15:36.719,01:15:46.880,ETH,takes a bit more work but that's being done as well right so like within a few months i'm expecting you know fully ethereum um capable um roll ups to,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:19:18.640,01:19:31.600,ETH,call them yeah it's brilliant summary of the work actually uh ethereum documentation period is really good i think that's somewhat crowdsourced that documentation is really really accessible and brilliant,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:21:45.440,01:21:52.880,ETH,did not do that right if you think about an ethereum ecosystem hypothetically scaling with side chains then you know you would have 100 copies of polygon and you know,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:24:55.120,01:25:05.040,ETH,i think the compromise that we've been taking within ethereum is like when we have to take the crappy solution we look for crappy solutions that are forward compatible with,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:38:06.320,01:38:17.360,crypto_space,then also like there was i think another round of just not finalizing in october as i remember um that i mean there were definitely things that we learned like,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:42:17.920,01:42:27.119,crypto_space,gath nethermind and baso um but what happened as a result of us having two clients is that the attacker was just not able to come up with blocks that,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:46:37.760,01:46:46.639,ETH,these principles are like really valid in importance to much more things than just money right like bitcoin is uh the blockchain for money and ethereum is uh built from,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:46:46.639,01:46:56.400,ETH,the start as a general purpose blockchain right it's you know there is ether the asset on ethereum but then you can also make you know decentralized financial things what,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:48:14.880,01:48:25.760,ETH,and hence the smart contracts exactly as being a sort of a core technology as part of ethereum yes exactly smart contracts the computer programs that are running on ethereum,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:51:47.440,01:51:55.440,DOGE,there was cat coin there was neon coin for some reason they just didn't catch on as much as the dog coins did okay so let's talk about dogecoin and,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:51:55.440,01:52:14.880,DOGE,elon musk elon said that quote ideally doge speeds up block time 10x increases block size 10x and drops fee 100x then it wins hands down end quote you said,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:52:14.880,01:52:30.320,DOGE,in the blog post partially responding to that that there are subtle technical reasons why this is not possible to this elon said that you quote fear the doge uh,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:52:30.320,01:52:39.760,DOGE,so let's talk about this what are the technical uh hurdles for dogecoin that prevent it from becoming one of the primary cryptocurrencies of the world and do you in,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:52:39.760,01:52:48.480,DOGE,fact fear the doge i definitely feel obligated to correct the record i definitely do not fear the dosh okay no i love the dosh um i actually visited the,DOGE,
